hhs1,hhs2,hhs3,hhs4,hhs5,hhs6,hhs7,hhs8,hhs9,hhs10
8.922240000000000171e-01,2.133579999999999810e+00,1.163650000000000073e+00,1.676010000000000000e+00,1.110840000000000050e+00,2.169900000000000162e+00,7.954170000000000407e-01,1.804629999999999956e+00,1.308449999999999891e+00,9.653310000000000501e-01
1.001940000000000053e+00,2.056039999999999868e+00,1.285360000000000058e+00,1.630270000000000108e+00,1.268000000000000016e+00,2.545859999999999790e+00,8.410619999999999763e-01,1.761079999999999979e+00,1.444760000000000044e+00,1.140819999999999945e+00
1.108579999999999899e+00,2.381219999999999892e+00,1.403860000000000108e+00,1.818060000000000009e+00,1.270610000000000017e+00,2.654520000000000213e+00,1.011540000000000106e+00,1.886069999999999913e+00,1.578899999999999970e+00,1.186299999999999910e+00
1.087020000000000097e+00,2.008519999999999861e+00,1.557600000000000096e+00,1.966089999999999893e+00,1.368559999999999999e+00,3.184989999999999988e+00,1.119240000000000013e+00,1.978890000000000038e+00,1.669550000000000090e+00,1.080540000000000056e+00
1.138120000000000021e+00,2.279440000000000133e+00,1.527199999999999891e+00,2.299879999999999924e+00,1.422430000000000083e+00,3.729089999999999794e+00,1.225610000000000088e+00,2.034549999999999859e+00,1.813180000000000014e+00,1.222420000000000062e+00
1.292270000000000030e+00,2.379420000000000091e+00,1.693680000000000074e+00,2.871420000000000083e+00,1.470420000000000060e+00,4.694600000000000328e+00,1.216190000000000104e+00,2.125300000000000189e+00,2.249919999999999920e+00,1.324419999999999931e+00
1.387140000000000040e+00,2.745559999999999778e+00,1.867019999999999902e+00,3.131180000000000074e+00,1.538580000000000059e+00,5.012100000000000222e+00,1.662500000000000089e+00,2.350690000000000168e+00,2.552979999999999805e+00,1.447650000000000103e+00
1.496250000000000080e+00,2.668730000000000047e+00,2.057990000000000208e+00,3.341920000000000002e+00,1.629110000000000058e+00,6.334389999999999965e+00,1.509830000000000005e+00,2.566440000000000055e+00,2.490310000000000024e+00,2.225420000000000176e+00
1.795679999999999943e+00,3.269480000000000164e+00,2.390730000000000022e+00,4.199139999999999873e+00,1.975959999999999939e+00,6.923399999999999999e+00,1.723430000000000017e+00,3.197060000000000013e+00,2.845569999999999933e+00,2.762150000000000105e+00
1.817360000000000086e+00,3.166209999999999969e+00,2.423099999999999810e+00,4.023229999999999862e+00,2.064249999999999918e+00,5.827370000000000161e+00,1.848670000000000035e+00,2.971760000000000179e+00,2.772409999999999819e+00,3.344170000000000087e+00
1.894409999999999927e+00,3.733509999999999884e+00,2.980980000000000185e+00,4.984029999999999738e+00,2.396780000000000133e+00,7.712449999999999584e+00,2.187879999999999825e+00,3.619060000000000166e+00,2.772559999999999913e+00,4.485229999999999606e+00
2.487140000000000128e+00,4.815870000000000317e+00,3.916129999999999889e+00,6.396359999999999602e+00,3.245369999999999866e+00,1.014550000000000018e+01,2.842779999999999863e+00,4.424549999999999983e+00,3.161290000000000155e+00,5.756940000000000168e+00
3.725340000000000096e+00,6.694729999999999848e+00,5.641130000000000422e+00,8.767580000000000595e+00,4.760580000000000034e+00,1.340259999999999962e+01,5.619659999999999656e+00,6.287729999999999819e+00,4.551669999999999661e+00,7.205840000000000245e+00
3.921699999999999964e+00,6.806790000000000340e+00,5.481810000000000294e+00,6.820219999999999949e+00,3.355230000000000157e+00,9.976699999999999235e+00,4.815260000000000318e+00,5.838639999999999830e+00,4.576520000000000366e+00,5.708580000000000432e+00
3.699260000000000215e+00,6.212310000000000443e+00,4.401869999999999727e+00,5.200890000000000235e+00,2.983610000000000095e+00,8.842700000000000671e+00,3.570770000000000000e+00,5.235960000000000392e+00,3.815049999999999830e+00,4.097240000000000215e+00
4.488220000000000098e+00,6.823730000000000295e+00,4.612569999999999837e+00,5.420130000000000337e+00,3.086370000000000058e+00,9.685269999999999158e+00,5.251199999999999868e+00,5.605269999999999975e+00,4.107779999999999987e+00,3.582530000000000214e+00
5.302970000000000184e+00,7.615980000000000416e+00,5.283059999999999867e+00,6.449469999999999814e+00,4.155689999999999884e+00,9.907650000000000290e+00,6.079769999999999897e+00,6.548219999999999708e+00,4.662560000000000038e+00,3.819599999999999884e+00
