hhs1,hhs2,hhs3,hhs4,hhs5,hhs6,hhs7,hhs8,hhs9,hhs10
6.213950000000000307e-01,1.607509999999999994e+00,9.263230000000000075e-01,9.434590000000000476e-01,8.858380000000000143e-01,2.155699999999999950e+00,6.499219999999999997e-01,6.873340000000000005e-01,1.365350000000000064e+00,4.296079999999999899e-01
6.544410000000000505e-01,1.690639999999999921e+00,1.053930000000000033e+00,1.001060000000000061e+00,1.039139999999999953e+00,2.236930000000000085e+00,8.483079999999999510e-01,7.350410000000000554e-01,1.603140000000000009e+00,4.056469999999999798e-01
7.419829999999999481e-01,1.960939999999999905e+00,1.041819999999999968e+00,1.015700000000000047e+00,9.872009999999999952e-01,2.435589999999999922e+00,7.081720000000000237e-01,6.447460000000000413e-01,1.602770000000000028e+00,5.114379999999999482e-01
8.020899999999999697e-01,1.699219999999999953e+00,1.126910000000000078e+00,1.237209999999999921e+00,1.114929999999999977e+00,2.396490000000000009e+00,9.122390000000000221e-01,8.116679999999999451e-01,1.599930000000000074e+00,5.133269999999999778e-01
9.055619999999999781e-01,2.019730000000000025e+00,1.103979999999999961e+00,1.290890000000000093e+00,1.177310000000000079e+00,2.510409999999999808e+00,7.968410000000000215e-01,7.163199999999999568e-01,1.801069999999999949e+00,5.356490000000000418e-01
9.554540000000000255e-01,1.781050000000000022e+00,1.121490000000000098e+00,1.492480000000000029e+00,1.214299999999999935e+00,2.915169999999999817e+00,8.939070000000000071e-01,7.534840000000000426e-01,2.066819999999999879e+00,3.797590000000000132e-01
8.516590000000000549e-01,1.541630000000000056e+00,1.258629999999999916e+00,1.475209999999999910e+00,1.165910000000000002e+00,3.296380000000000088e+00,8.648780000000000356e-01,7.067569999999999686e-01,2.045900000000000052e+00,5.037129999999999663e-01
6.920490000000000252e-01,1.855739999999999945e+00,1.182029999999999914e+00,1.697680000000000078e+00,1.200150000000000050e+00,3.703069999999999862e+00,1.038419999999999899e+00,9.536339999999999817e-01,1.974299999999999944e+00,4.693089999999999762e-01
9.199300000000000255e-01,2.028459999999999930e+00,1.512880000000000003e+00,2.163640000000000008e+00,1.685419999999999918e+00,4.392870000000000275e+00,1.120999999999999996e+00,9.959170000000000522e-01,2.348939999999999806e+00,6.802240000000000508e-01
8.255540000000000100e-01,2.023680000000000145e+00,1.516089999999999938e+00,2.288419999999999899e+00,1.565760000000000041e+00,4.945929999999999715e+00,1.256599999999999939e+00,1.527460000000000040e+00,2.136309999999999931e+00,6.532569999999999766e-01
1.067679999999999962e+00,1.778280000000000083e+00,1.601779999999999982e+00,2.369270000000000209e+00,1.721770000000000023e+00,5.602089999999999570e+00,1.526159999999999961e+00,1.602349999999999941e+00,2.518240000000000034e+00,8.606920000000000126e-01
1.172400000000000109e+00,2.233769999999999811e+00,2.004859999999999864e+00,3.243269999999999875e+00,2.145090000000000163e+00,8.004220000000000113e+00,2.807869999999999866e+00,2.002549999999999830e+00,2.940519999999999801e+00,1.507509999999999906e+00
1.588119999999999976e+00,2.934520000000000017e+00,3.306280000000000108e+00,4.608150000000000190e+00,3.596740000000000048e+00,9.862209999999999255e+00,4.480900000000000105e+00,3.662500000000000089e+00,4.532680000000000042e+00,3.580970000000000208e+00
1.609480000000000022e+00,3.335080000000000044e+00,3.593389999999999862e+00,3.892599999999999838e+00,3.370600000000000041e+00,8.573700000000000543e+00,4.064359999999999751e+00,2.962149999999999839e+00,4.565739999999999910e+00,3.991639999999999855e+00
1.391979999999999995e+00,2.745999999999999996e+00,3.199059999999999793e+00,3.036080000000000112e+00,2.796660000000000146e+00,6.940059999999999896e+00,3.047540000000000138e+00,2.566380000000000106e+00,4.156410000000000160e+00,3.369279999999999831e+00
1.673170000000000046e+00,3.075940000000000119e+00,3.354579999999999895e+00,2.823659999999999837e+00,2.519190000000000040e+00,5.787069999999999936e+00,3.061949999999999950e+00,2.258140000000000036e+00,4.193369999999999820e+00,2.758020000000000138e+00
1.876670000000000060e+00,2.963519999999999932e+00,3.470330000000000137e+00,2.925650000000000084e+00,2.646360000000000046e+00,5.300229999999999997e+00,2.953510000000000080e+00,2.092620000000000147e+00,4.641630000000000145e+00,2.403449999999999864e+00
2.033180000000000209e+00,3.302939999999999987e+00,3.018759999999999888e+00,2.658869999999999845e+00,2.229330000000000034e+00,5.204399999999999693e+00,2.753169999999999895e+00,1.784410000000000052e+00,4.009100000000000108e+00,1.752399999999999958e+00
2.243650000000000144e+00,3.439080000000000137e+00,2.805099999999999927e+00,2.263500000000000068e+00,2.033440000000000136e+00,4.568229999999999791e+00,2.053500000000000103e+00,1.767789999999999973e+00,3.617150000000000087e+00,1.591280000000000028e+00
1.750960000000000072e+00,3.125490000000000101e+00,2.416009999999999991e+00,1.970010000000000039e+00,1.914779999999999927e+00,3.882660000000000000e+00,1.598389999999999977e+00,1.502110000000000056e+00,3.269639999999999880e+00,1.235030000000000072e+00
1.787709999999999910e+00,2.389679999999999804e+00,2.077220000000000066e+00,1.527239999999999931e+00,1.983460000000000001e+00,3.772200000000000220e+00,1.383780000000000010e+00,1.509339999999999904e+00,3.208349999999999813e+00,1.291490000000000027e+00
1.513179999999999970e+00,2.295770000000000088e+00,1.974269999999999969e+00,1.353909999999999947e+00,1.817229999999999901e+00,3.594809999999999839e+00,1.293889999999999985e+00,1.231700000000000017e+00,2.902759999999999785e+00,6.635870000000000379e-01
1.533770000000000078e+00,2.340590000000000170e+00,1.769770000000000065e+00,1.345080000000000053e+00,1.752429999999999932e+00,3.437230000000000008e+00,1.097089999999999899e+00,1.373250000000000082e+00,2.592159999999999798e+00,8.281039999999999512e-01
1.357769999999999921e+00,2.531320000000000014e+00,1.610440000000000094e+00,1.146579999999999933e+00,1.645710000000000006e+00,3.191069999999999851e+00,1.369459999999999900e+00,1.124819999999999931e+00,2.197680000000000078e+00,6.019349999999999978e-01
1.690819999999999990e+00,2.888149999999999995e+00,1.661319999999999908e+00,1.044070000000000054e+00,1.616780000000000106e+00,3.003390000000000004e+00,9.891029999999999545e-01,9.953140000000000320e-01,2.198780000000000179e+00,8.148370000000000335e-01
1.595960000000000045e+00,3.361029999999999962e+00,1.783930000000000016e+00,9.612990000000000146e-01,1.502329999999999943e+00,2.855760000000000076e+00,8.347139999999999560e-01,9.066049999999999942e-01,1.856340000000000101e+00,6.693930000000000158e-01
1.824810000000000043e+00,3.278970000000000162e+00,1.895540000000000003e+00,8.708909999999999707e-01,1.458040000000000003e+00,2.770300000000000207e+00,9.885169999999999790e-01,9.379779999999999784e-01,1.876449999999999951e+00,7.529040000000000177e-01
1.960879999999999956e+00,3.248240000000000016e+00,1.656470000000000109e+00,8.394110000000000182e-01,1.338540000000000063e+00,2.877279999999999838e+00,6.501630000000000464e-01,9.035039999999999738e-01,1.745349999999999957e+00,6.331369999999999498e-01
1.734660000000000091e+00,2.645589999999999886e+00,1.291420000000000012e+00,7.863550000000000262e-01,1.228550000000000031e+00,2.612569999999999837e+00,6.234939999999999927e-01,7.958650000000000446e-01,1.818810000000000038e+00,7.647850000000000481e-01
1.555790000000000006e+00,2.260930000000000106e+00,1.224790000000000045e+00,8.309220000000000494e-01,1.215090000000000003e+00,2.469580000000000108e+00,6.646680000000000366e-01,1.041490000000000027e+00,1.724560000000000093e+00,7.648920000000000163e-01
1.252359999999999918e+00,1.931249999999999911e+00,1.106719999999999926e+00,7.382790000000000186e-01,1.216229999999999922e+00,2.129900000000000126e+00,5.266370000000000218e-01,7.923519999999999452e-01,1.635839999999999961e+00,5.154720000000000413e-01
1.290319999999999911e+00,2.314979999999999816e+00,1.201149999999999940e+00,7.980530000000000124e-01,1.256899999999999906e+00,2.135559999999999903e+00,6.430120000000000280e-01,6.296620000000000550e-01,1.672819999999999974e+00,7.539090000000000513e-01
1.033700000000000063e+00,2.118710000000000093e+00,1.265160000000000062e+00,6.931500000000000439e-01,1.177000000000000046e+00,2.359739999999999949e+00,4.784700000000000064e-01,6.565889999999999782e-01,1.739959999999999951e+00,6.439240000000000519e-01
