hhs1,hhs2,hhs3,hhs4,hhs5,hhs6,hhs7,hhs8,hhs9,hhs10
5.424449999999999550e-01,9.655709999999999571e-01,1.070279999999999898e+00,1.117050000000000098e+00,1.025900000000000034e+00,1.927929999999999922e+00,1.090489999999999959e+00,7.772790000000000532e-01,1.812840000000000007e+00,5.726919999999999789e-01
5.606499999999999817e-01,1.217670000000000030e+00,1.089259999999999895e+00,1.209710000000000063e+00,9.705310000000000326e-01,2.238519999999999843e+00,1.063369999999999926e+00,7.965379999999999683e-01,1.942260000000000097e+00,6.740990000000000038e-01
7.553330000000000322e-01,1.304349999999999898e+00,1.134730000000000016e+00,1.244510000000000005e+00,1.003079999999999972e+00,1.817409999999999970e+00,1.352289999999999992e+00,8.058170000000000055e-01,2.041030000000000122e+00,7.428770000000000095e-01
5.751560000000000006e-01,1.257800000000000029e+00,1.053919999999999968e+00,1.258410000000000029e+00,9.519170000000000131e-01,2.385530000000000150e+00,1.320449999999999902e+00,7.274599999999999955e-01,2.041300000000000114e+00,6.847820000000000018e-01
6.386439999999999895e-01,1.178350000000000009e+00,1.343129999999999935e+00,1.422129999999999894e+00,1.063900000000000068e+00,2.470600000000000129e+00,1.499679999999999902e+00,9.221819999999999462e-01,2.128480000000000150e+00,8.956939999999999902e-01
6.309829999999999606e-01,1.352489999999999970e+00,1.286980000000000013e+00,1.705750000000000099e+00,1.148919999999999941e+00,2.904869999999999841e+00,1.561700000000000088e+00,9.327400000000000135e-01,2.221830000000000194e+00,8.558780000000000276e-01
7.003430000000000488e-01,1.318279999999999896e+00,1.304340000000000055e+00,2.061830000000000052e+00,1.214180000000000037e+00,2.930989999999999984e+00,1.963000000000000078e+00,1.024070000000000036e+00,2.212390000000000079e+00,1.091909999999999936e+00
8.454120000000000523e-01,1.720520000000000049e+00,1.745989999999999931e+00,2.807690000000000019e+00,1.569020000000000081e+00,4.395039999999999836e+00,2.313750000000000195e+00,1.418760000000000021e+00,2.406470000000000109e+00,1.160390000000000033e+00
8.963299999999999601e-01,2.039930000000000021e+00,1.621750000000000025e+00,2.684460000000000068e+00,1.549420000000000019e+00,3.673820000000000086e+00,2.170009999999999994e+00,1.328219999999999956e+00,2.234939999999999927e+00,9.647970000000000157e-01
1.244990000000000041e+00,2.353639999999999954e+00,2.512000000000000011e+00,4.205059999999999576e+00,2.139839999999999964e+00,4.606169999999999654e+00,2.314080000000000137e+00,1.688479999999999981e+00,2.192829999999999835e+00,1.146419999999999995e+00
1.699049999999999949e+00,2.826470000000000038e+00,3.368749999999999911e+00,4.698339999999999961e+00,2.968820000000000014e+00,5.557330000000000325e+00,2.793950000000000156e+00,2.425419999999999909e+00,2.458899999999999864e+00,1.556550000000000100e+00
2.627530000000000143e+00,3.820489999999999942e+00,4.466059999999999697e+00,4.953389999999999738e+00,4.161719999999999864e+00,7.186530000000000307e+00,4.081070000000000420e+00,3.180649999999999977e+00,3.055619999999999781e+00,1.537849999999999939e+00
3.929199999999999804e+00,5.509710000000000107e+00,7.130749999999999922e+00,6.295689999999999564e+00,5.712320000000000064e+00,9.254110000000000724e+00,6.719750000000000334e+00,4.097529999999999895e+00,4.827029999999999710e+00,3.394589999999999996e+00
3.217189999999999994e+00,4.523920000000000385e+00,4.820330000000000226e+00,4.449410000000000309e+00,4.481580000000000119e+00,7.668770000000000309e+00,5.808819999999999872e+00,3.744810000000000194e+00,3.419329999999999981e+00,2.775500000000000078e+00
3.284609999999999808e+00,4.777199999999999669e+00,5.110669999999999824e+00,3.480109999999999815e+00,3.829740000000000144e+00,7.266130000000000422e+00,5.066250000000000142e+00,3.853130000000000166e+00,3.490330000000000155e+00,2.567880000000000162e+00
3.021139999999999937e+00,5.323680000000000412e+00,5.164130000000000109e+00,3.127689999999999859e+00,3.704649999999999999e+00,7.369500000000000384e+00,5.216269999999999740e+00,4.137870000000000381e+00,4.686340000000000394e+00,3.008179999999999854e+00
2.504280000000000062e+00,4.639300000000000423e+00,3.593560000000000088e+00,2.493310000000000137e+00,3.315449999999999786e+00,7.109969999999999679e+00,5.344750000000000334e+00,3.976469999999999949e+00,5.578529999999999767e+00,3.693160000000000220e+00
2.212540000000000173e+00,3.825079999999999814e+00,3.050489999999999924e+00,2.535309999999999953e+00,2.979140000000000121e+00,5.820859999999999701e+00,5.165440000000000254e+00,3.442909999999999915e+00,5.491480000000000139e+00,2.782309999999999839e+00
1.874009999999999954e+00,3.578100000000000058e+00,2.581840000000000135e+00,2.282379999999999853e+00,2.686690000000000023e+00,4.461299999999999599e+00,4.349389999999999645e+00,2.973120000000000207e+00,4.988360000000000127e+00,2.439000000000000057e+00
1.555199999999999916e+00,3.714760000000000062e+00,2.755650000000000155e+00,2.159860000000000113e+00,2.434419999999999806e+00,3.852660000000000196e+00,3.425809999999999800e+00,2.632550000000000168e+00,4.492149999999999643e+00,2.091959999999999820e+00
1.505859999999999976e+00,3.434870000000000090e+00,2.637280000000000069e+00,2.034819999999999851e+00,2.295960000000000001e+00,3.285239999999999938e+00,3.063989999999999991e+00,2.171549999999999869e+00,3.816980000000000040e+00,1.858600000000000030e+00
1.326210000000000111e+00,2.771529999999999827e+00,2.563680000000000181e+00,1.948509999999999964e+00,2.143679999999999808e+00,3.222030000000000172e+00,2.379169999999999785e+00,2.103190000000000115e+00,3.473629999999999995e+00,1.418379999999999974e+00
1.300829999999999931e+00,2.986089999999999911e+00,3.308559999999999945e+00,2.207219999999999960e+00,1.978900000000000103e+00,3.149420000000000108e+00,2.261660000000000004e+00,1.798680000000000057e+00,3.608060000000000045e+00,1.029919999999999947e+00
1.188039999999999985e+00,2.862579999999999902e+00,2.646459999999999813e+00,2.048589999999999911e+00,2.140089999999999826e+00,3.041209999999999969e+00,1.907939999999999969e+00,1.753370000000000095e+00,3.145030000000000214e+00,1.071849999999999969e+00
1.196120000000000072e+00,2.538030000000000008e+00,2.239869999999999806e+00,1.834440000000000071e+00,1.771069999999999922e+00,2.562860000000000138e+00,1.516019999999999923e+00,1.212620000000000031e+00,2.895970000000000155e+00,6.545239999999999947e-01
1.185149999999999926e+00,2.180299999999999905e+00,2.113090000000000135e+00,1.731479999999999908e+00,1.574799999999999978e+00,2.339659999999999851e+00,1.507910000000000084e+00,1.249130000000000074e+00,2.617869999999999919e+00,7.386230000000000295e-01
1.197670000000000012e+00,1.926190000000000069e+00,1.687300000000000022e+00,1.441159999999999997e+00,1.399450000000000083e+00,2.234329999999999927e+00,1.131199999999999983e+00,1.168009999999999993e+00,2.230239999999999778e+00,7.215449999999999919e-01
1.241139999999999910e+00,1.611289999999999889e+00,1.527490000000000014e+00,1.189249999999999918e+00,1.220359999999999889e+00,2.021329999999999849e+00,1.023760000000000003e+00,1.013139999999999930e+00,1.856300000000000061e+00,4.255990000000000051e-01
1.059949999999999948e+00,1.392640000000000100e+00,1.144749999999999934e+00,1.028389999999999915e+00,1.131680000000000019e+00,1.954599999999999893e+00,9.269269999999999454e-01,1.016389999999999905e+00,1.680620000000000003e+00,4.044949999999999934e-01
7.831179999999999808e-01,1.458800000000000097e+00,1.090529999999999999e+00,8.611189999999999678e-01,9.719240000000000101e-01,1.879920000000000035e+00,9.496179999999999621e-01,1.006569999999999965e+00,1.643669999999999964e+00,3.742570000000000063e-01
8.057349999999999790e-01,1.436809999999999921e+00,1.054009999999999891e+00,6.886100000000000554e-01,8.439750000000000307e-01,1.656449999999999978e+00,8.406150000000000011e-01,1.004050000000000109e+00,1.615380000000000038e+00,4.393299999999999983e-01
6.909380000000000521e-01,1.260709999999999997e+00,1.285199999999999898e+00,7.036829999999999474e-01,8.573979999999999935e-01,1.736019999999999897e+00,7.695429999999999771e-01,9.292669999999999542e-01,1.548319999999999919e+00,2.092360000000000053e-01
6.233830000000000204e-01,1.337550000000000017e+00,1.132419999999999982e+00,7.604779999999999873e-01,8.527810000000000112e-01,1.634209999999999940e+00,6.036970000000000391e-01,7.385680000000000023e-01,1.614540000000000086e+00,3.169060000000000210e-01
