hhs1,hhs2,hhs3,hhs4,hhs5,hhs6,hhs7,hhs8,hhs9,hhs10
1.030860000000000110e+00,2.407049999999999912e+00,1.029379999999999962e+00,1.240839999999999943e+00,1.002420000000000089e+00,2.288159999999999972e+00,8.091460000000000319e-01,1.534059999999999979e+00,1.454239999999999977e+00,5.787619999999999987e-01
1.087739999999999929e+00,2.298529999999999962e+00,1.126169999999999893e+00,1.347029999999999950e+00,1.073720000000000008e+00,2.009749999999999925e+00,8.836249999999999938e-01,1.592959999999999932e+00,1.293630000000000058e+00,6.620629999999999571e-01
1.123860000000000081e+00,2.460480000000000000e+00,1.306449999999999889e+00,1.358549999999999924e+00,1.017549999999999955e+00,2.160750000000000171e+00,8.647049999999999459e-01,1.784699999999999953e+00,1.435629999999999962e+00,5.554900000000000393e-01
1.192830000000000057e+00,2.585710000000000175e+00,1.295009999999999994e+00,1.646230000000000082e+00,1.156719999999999970e+00,2.525269999999999904e+00,1.086920000000000108e+00,1.723349999999999937e+00,1.533940000000000081e+00,6.014570000000000194e-01
1.197659999999999947e+00,2.524529999999999941e+00,1.508329999999999949e+00,1.811539999999999928e+00,1.333660000000000068e+00,2.791389999999999816e+00,1.296580000000000066e+00,1.843739999999999934e+00,1.727559999999999985e+00,6.535450000000000426e-01
1.357460000000000111e+00,2.588849999999999874e+00,1.590600000000000014e+00,1.916719999999999979e+00,1.266809999999999992e+00,2.989669999999999828e+00,1.269660000000000011e+00,2.032719999999999860e+00,1.802710000000000035e+00,7.298210000000000530e-01
1.337730000000000086e+00,2.783650000000000180e+00,1.542000000000000037e+00,1.996920000000000028e+00,1.341229999999999922e+00,3.329549999999999788e+00,9.639090000000000158e-01,2.174809999999999910e+00,1.986299999999999955e+00,8.957209999999999894e-01
1.576410000000000089e+00,3.106460000000000221e+00,1.826689999999999925e+00,2.295609999999999928e+00,1.571350000000000025e+00,3.637669999999999959e+00,1.406430000000000069e+00,2.377470000000000194e+00,2.099520000000000053e+00,1.015640000000000098e+00
1.446479999999999988e+00,2.807020000000000071e+00,1.663219999999999921e+00,2.149169999999999803e+00,1.503419999999999979e+00,3.396749999999999936e+00,1.379240000000000022e+00,2.514819999999999833e+00,2.311259999999999870e+00,9.115870000000000362e-01
1.852850000000000108e+00,3.346010000000000151e+00,1.697899999999999965e+00,2.194459999999999855e+00,1.478359999999999896e+00,3.340860000000000163e+00,1.421079999999999899e+00,2.690490000000000048e+00,2.472220000000000084e+00,9.159720000000000084e-01
1.863059999999999938e+00,3.697639999999999816e+00,2.079909999999999926e+00,2.725940000000000030e+00,1.732580000000000009e+00,3.850290000000000212e+00,2.011810000000000098e+00,3.268930000000000113e+00,2.828149999999999942e+00,1.055199999999999916e+00
2.387869999999999937e+00,4.438109999999999999e+00,2.423709999999999809e+00,3.218080000000000052e+00,2.231180000000000163e+00,4.629059999999999953e+00,2.380160000000000053e+00,3.921549999999999869e+00,3.103270000000000195e+00,1.196090000000000098e+00
3.282709999999999795e+00,4.940030000000000143e+00,3.024369999999999781e+00,4.062789999999999679e+00,3.030879999999999797e+00,6.040890000000000093e+00,4.345150000000000290e+00,5.372139999999999915e+00,3.443369999999999820e+00,1.642640000000000100e+00
3.182420000000000027e+00,4.670069999999999943e+00,3.055499999999999883e+00,3.355789999999999829e+00,2.402239999999999931e+00,4.914640000000000342e+00,3.221249999999999947e+00,4.423259999999999970e+00,3.367999999999999883e+00,1.686169999999999947e+00
3.425349999999999895e+00,4.102280000000000371e+00,2.707430000000000003e+00,2.672410000000000174e+00,2.205029999999999824e+00,4.382500000000000284e+00,2.546419999999999906e+00,3.839220000000000077e+00,3.263799999999999812e+00,1.575599999999999890e+00
3.554769999999999985e+00,4.703369999999999607e+00,3.005939999999999834e+00,3.042339999999999822e+00,2.269149999999999778e+00,5.114849999999999675e+00,3.186980000000000146e+00,3.682830000000000048e+00,2.939740000000000020e+00,1.772329999999999961e+00
