hhs1,hhs2,hhs3,hhs4,hhs5,hhs6,hhs7,hhs8,hhs9,hhs10
4.397400000000000198e-01,9.259290000000000020e-01,1.157469999999999999e+00,1.105669999999999931e+00,9.413749999999999618e-01,1.863809999999999967e+00,8.908420000000000227e-01,9.869229999999999947e-01,1.545539999999999914e+00,5.466860000000000053e-01
6.898969999999999825e-01,9.606249999999999512e-01,1.176840000000000108e+00,1.173950000000000049e+00,9.430709999999999926e-01,1.683959999999999901e+00,8.518740000000000201e-01,8.262779999999999569e-01,1.738339999999999996e+00,6.992650000000000254e-01
6.302339999999999609e-01,9.333310000000000217e-01,1.100100000000000078e+00,1.234059999999999935e+00,1.050259999999999971e+00,1.943580000000000085e+00,7.614739999999999842e-01,8.074970000000000203e-01,2.007109999999999950e+00,5.815399999999999459e-01
6.765419999999999767e-01,9.198370000000000157e-01,1.251079999999999970e+00,1.278310000000000057e+00,9.981870000000000465e-01,1.872130000000000072e+00,9.612290000000000001e-01,8.565439999999999721e-01,1.958150000000000057e+00,6.533060000000000533e-01
6.817779999999999951e-01,1.155780000000000030e+00,1.282690000000000108e+00,1.520040000000000058e+00,1.091599999999999904e+00,1.865790000000000060e+00,1.140830000000000011e+00,9.341509999999999536e-01,2.158990000000000187e+00,8.231209999999999916e-01
7.221859999999999946e-01,1.075919999999999987e+00,1.379320000000000102e+00,1.515660000000000007e+00,1.117709999999999981e+00,2.022780000000000022e+00,9.093799999999999661e-01,9.634639999999999871e-01,1.892030000000000101e+00,6.622449999999999726e-01
5.841979999999999951e-01,1.159229999999999983e+00,1.406449999999999978e+00,1.414299999999999891e+00,1.020629999999999926e+00,2.229270000000000085e+00,8.399029999999999552e-01,1.014350000000000085e+00,2.270280000000000076e+00,9.027730000000000476e-01
6.714430000000000121e-01,1.299379999999999979e+00,1.563809999999999922e+00,1.659710000000000019e+00,1.245689999999999964e+00,2.142619999999999969e+00,8.621739999999999959e-01,1.058159999999999989e+00,2.205070000000000086e+00,1.075260000000000105e+00
6.242689999999999628e-01,1.307509999999999950e+00,1.473719999999999919e+00,1.297460000000000058e+00,1.059450000000000003e+00,2.152719999999999967e+00,1.033360000000000056e+00,9.376200000000000090e-01,1.533760000000000012e+00,8.296850000000000058e-01
6.283889999999999754e-01,1.351730000000000098e+00,1.338440000000000074e+00,1.681599999999999984e+00,1.005800000000000027e+00,1.963440000000000074e+00,8.217309999999999892e-01,9.182489999999999819e-01,2.334789999999999921e+00,5.875939999999999497e-01
7.897899999999999920e-01,1.308950000000000058e+00,1.504280000000000062e+00,1.719430000000000014e+00,1.149129999999999985e+00,2.111559999999999881e+00,1.433300000000000018e+00,9.921109999999999651e-01,2.566129999999999800e+00,1.008580000000000032e+00
8.658900000000000485e-01,1.198979999999999935e+00,1.776950000000000029e+00,2.041080000000000005e+00,1.248050000000000104e+00,2.240219999999999878e+00,1.413920000000000066e+00,1.027360000000000051e+00,3.050139999999999851e+00,1.153620000000000090e+00
