hhs1,hhs2,hhs3,hhs4,hhs5,hhs6,hhs7,hhs8,hhs9,hhs10
4.157959999999999989e-01,1.168690000000000007e+00,1.019840000000000080e+00,9.379560000000000120e-01,6.736820000000000030e-01,1.849490000000000078e+00,9.910630000000000273e-01,6.593160000000000132e-01,1.735239999999999894e+00,5.309279999999999555e-01
5.851899999999999880e-01,1.326449999999999907e+00,1.293299999999999894e+00,1.057819999999999983e+00,7.548059999999999770e-01,1.862619999999999942e+00,1.080270000000000064e+00,5.405240000000000045e-01,1.918220000000000036e+00,9.706639999999999713e-01
5.873960000000000292e-01,1.219479999999999897e+00,1.138530000000000042e+00,1.049670000000000103e+00,8.635909999999999975e-01,1.993120000000000003e+00,1.061819999999999986e+00,6.209040000000000115e-01,1.981479999999999908e+00,8.220389999999999642e-01
5.725409999999999666e-01,1.389459999999999917e+00,1.081399999999999917e+00,1.169729999999999936e+00,8.618090000000000472e-01,1.992429999999999923e+00,8.457179999999999698e-01,7.275399999999999645e-01,1.777910000000000101e+00,9.341620000000000479e-01
6.037930000000000241e-01,1.221940000000000026e+00,1.223989999999999911e+00,1.399229999999999974e+00,1.029430000000000067e+00,2.248709999999999987e+00,7.423640000000000239e-01,7.546329999999999982e-01,2.275030000000000108e+00,9.006469999999999754e-01
5.567579999999999751e-01,1.394709999999999894e+00,1.292750000000000066e+00,1.561609999999999943e+00,9.480680000000000218e-01,2.363840000000000163e+00,1.171859999999999902e+00,6.531310000000000171e-01,2.344780000000000086e+00,1.025050000000000017e+00
7.051640000000000130e-01,1.429869999999999974e+00,1.271220000000000017e+00,1.822670000000000012e+00,9.483679999999999888e-01,2.402050000000000018e+00,1.079739999999999922e+00,7.200760000000000494e-01,2.528849999999999820e+00,1.184949999999999948e+00
8.208649999999999558e-01,1.654439999999999911e+00,1.484560000000000102e+00,2.196919999999999984e+00,1.036620000000000097e+00,2.619289999999999896e+00,1.005579999999999918e+00,7.196709999999999496e-01,2.833169999999999966e+00,1.708280000000000021e+00
6.890180000000000193e-01,2.198690000000000033e+00,1.475260000000000016e+00,1.940760000000000041e+00,9.269490000000000229e-01,2.462610000000000188e+00,1.393019999999999925e+00,7.497549999999999493e-01,2.440150000000000041e+00,9.734739999999999505e-01
7.604260000000000463e-01,2.482660000000000089e+00,1.452210000000000001e+00,2.242560000000000109e+00,9.640410000000000368e-01,2.334729999999999972e+00,1.310300000000000020e+00,8.039359999999999840e-01,2.925390000000000157e+00,1.052140000000000075e+00
8.024369999999999559e-01,3.019429999999999836e+00,1.620949999999999891e+00,3.337639999999999940e+00,1.066629999999999967e+00,2.897299999999999986e+00,1.557390000000000052e+00,8.208450000000000468e-01,3.435470000000000024e+00,9.815819999999999546e-01
1.014920000000000044e+00,4.216639999999999944e+00,2.178710000000000147e+00,4.391140000000000043e+00,1.383650000000000047e+00,3.844700000000000006e+00,1.982460000000000111e+00,8.929529999999999967e-01,4.169150000000000134e+00,1.257439999999999891e+00
1.130740000000000078e+00,4.478320000000000078e+00,2.613760000000000083e+00,3.997180000000000177e+00,1.698909999999999920e+00,3.778789999999999871e+00,2.288870000000000182e+00,9.850229999999999819e-01,4.167489999999999917e+00,2.354410000000000114e+00
9.598879999999999635e-01,3.337530000000000108e+00,2.202409999999999979e+00,3.250440000000000218e+00,1.526580000000000048e+00,3.332209999999999894e+00,1.679519999999999902e+00,7.249560000000000448e-01,3.231959999999999944e+00,1.444059999999999899e+00
1.186879999999999935e+00,3.836689999999999934e+00,2.453679999999999861e+00,3.610669999999999824e+00,1.739679999999999893e+00,4.421079999999999899e+00,1.747619999999999951e+00,1.355890000000000040e+00,3.429100000000000037e+00,1.487379999999999924e+00
